C3_entropy,C4_entropy,CP3_entropy,CP4_entropy,FC3_entropy,FC4_entropy,C3_stability,C4_stability,CP3_stability,CP4_stability,FC3_stability,FC4_stability,C3_lumpiness,C4_lumpiness,CP3_lumpiness,CP4_lumpiness,FC3_lumpiness,FC4_lumpiness,C3_crossing_points,C4_crossing_points,CP3_crossing_points,CP4_crossing_points,FC3_crossing_points,FC4_crossing_points,C3_flat_spots,C4_flat_spots,CP3_flat_spots,CP4_flat_spots,FC3_flat_spots,FC4_flat_spots,C3_hurst,C4_hurst,CP3_hurst,CP4_hurst,FC3_hurst,FC4_hurst,C3_x_acf1,C4_x_acf1,CP3_x_acf1,CP4_x_acf1,FC3_x_acf1,FC4_x_acf1,C3_x_acf10,C4_x_acf10,CP3_x_acf10,CP4_x_acf10,FC3_x_acf10,FC4_x_acf10,C3_diff1_acf1,C4_diff1_acf1,CP3_diff1_acf1,CP4_diff1_acf1,FC3_diff1_acf1,FC4_diff1_acf1,C3_diff1_acf10,C4_diff1_acf10,CP3_diff1_acf10,CP4_diff1_acf10,FC3_diff1_acf10,FC4_diff1_acf10,C3_diff2_acf1,C4_diff2_acf1,CP3_diff2_acf1,CP4_diff2_acf1,FC3_diff2_acf1,FC4_diff2_acf1,C3_diff2_acf10,C4_diff2_acf10,CP3_diff2_acf10,CP4_diff2_acf10,FC3_diff2_acf10,FC4_diff2_acf10,C3_seas_acf1,C4_seas_acf1,CP3_seas_acf1,CP4_seas_acf1,FC3_seas_acf1,FC4_seas_acf1,C3_nonlinearity,C4_nonlinearity,CP3_nonlinearity,CP4_nonlinearity,FC3_nonlinearity,FC4_nonlinearity,C3_mu_power,C4_mu_power,CP3_mu_power,CP4_mu_power,FC3_mu_power,FC4_mu_power,C3_beta_power,C4_beta_power,CP3_beta_power,CP4_beta_power,FC3_beta_power,FC4_beta_power,C3_mu_erd,C4_mu_erd,CP3_mu_erd,CP4_mu_erd,FC3_mu_erd,FC4_mu_erd,C3_beta_erd,C4_beta_erd,CP3_beta_erd,CP4_beta_erd,FC3_beta_erd,FC4_beta_erd,subject_id,trial_id,run,label,C_asym_mu,C_asym_beta,FC_asym_mu,FC_asym_beta,CP_asym_mu,CP_asym_beta
0.6358286849122365,0.6780425851776011,0.6538825950592115,0.6613781203132462,0.5997192018405566,0.6091239496652282,0.7648918058279455,0.772515142658604,0.7301177408932645,0.7450663680653126,0.8132577321033466,0.8227048451240204,0.02760004246906361,0.01894418403320971,0.02286791637754292,0.02887122272986592,0.02232458039502037,0.01431644600189886,79,94,73,88,75,85,10,11,9,9,8,8,0.9987774733616808,0.9986494950634416,0.9989132288362668,0.9988201886104866,0.9986045000273768,0.9986843714942352,0.9287197273112628,0.918391798729184,0.9335775385433224,0.9274581340574972,0.9278321571459704,0.930908769472792,5.932755319639787,5.442076610440187,5.869874033754421,5.708057403275039,6.321105189826109,5.959555831817982,-0.06207849672498738,-0.0289068627880421,-0.02176570048724174,-0.0318347221099626,-0.11694944598702542,-0.02825090423305712,0.108230485859155,0.1076045669323768,0.08250151918937787,0.09229808840659268,0.13726221801019406,0.09912496919592764,-0.40476072958534814,-0.3734095856509618,-0.39085506748558574,-0.3847700605498609,-0.43216393691743055,-0.38318425742423173,0.2887446989788662,0.27160328262225797,0.2559353471981854,0.2635155978922495,0.32417991166291227,0.278362932923387,-0.1620922791075539,-0.22648307831594183,-0.21132419713530975,-0.2071879089146386,-0.1164792666224148,-0.11593060034593462,0.03471299670968283,0.1851954371459794,0.0190635754256146,0.07584239858560779,0.1626457608564986,0.28967468539410074,4.638500366761716,4.63347856704266,4.531190957407848,4.581423248079498,4.768702085579502,4.675350820040474,4.990006795983546,4.810575549009142,4.995260385368055,4.764528409650955,5.066077337183383,4.817992042020701,-0.3717094837076296,-0.3278550771096187,-0.5343301433566472,-0.49572216835071625,-0.13606743715526104,-0.20575616082704595,-0.07868859751952506,-0.05413518553069085,-0.08229830421097883,-0.28247900921867064,0.02480266217657245,0.028329978338963,S001,S001_1,R04,right,0.005021799719055586,0.1794312469744037,0.09335126553902828,0.2480852951626824,-0.05023229067165058,0.23073197571709958
0.7509802376435867,0.7397847091457177,0.7529367480923291,0.7197313607068444,0.7731577371444204,0.74141259717564445,0.18789157061850917,0.13858687981336276,0.22707591277872624,0.2841009370365986,0.13655399591876477,0.12933033053539883,0.15215247705254573,0.14683129562290015,0.10328781273223211,0.13047154206617065,0.18237387164616595,0.12022125158647756,89,99,79,91,121,115,9,9,7,10,7,11,0.9986912826726936,0.9986884402034216,0.998830283929958,0.9988343944861502,0.9983657651274964,0.998633318685086,0.8826064000358206,0.8890454338451548,0.8942123022456566,0.9081312898848916,0.8478941995184804,0.8836468622134683,3.461230475101528,3.937254940461015,3.5562411679299406,4.334187927057178,3.0146926981524755,3.880763143446968,-0.0054177434703749,-0.02325457562897015,0.03050913394376621,0.00677797976467792,-0.06830318861692304,-0.04510486178262168,0.06016857801825288,0.07983487417962888,0.05393142650969007,0.0705780660949234,0.08114859090963279,0.09484002106151695,-0.3946498818152668,-0.3849666548662718,-0.3841201972010363,-0.3803795427217418,-0.4162310798873804,-0.3941171983028627,0.2442585457262802,0.2629541514148857,0.23297246939640012,0.25193243437052754,0.2629333339459006,0.2851019974412606,0.06307852174887646,0.11849202713413402,0.06695335160161542,0.10804080955032085,0.02820782226412765,0.12755600181271662,0.0017864580150143,0.13134775966787726,0.01501661142167184,0.09614677898769793,0.00431248104497239,0.03018527956569986,4.600189868404176,4.3445501179782005,4.712855595231402,4.463954362604408,4.529880997076677,4.3683246122413495,4.8393290469999615,4.616751464556532,4.920118951744268,4.649918742356275,4.832394614306186,4.60231540937249,-0.37995932647780606,-0.11542664783988066,-0.3195081231524526,-0.01269687160957211,-0.44039506372047565,-0.3397523072176307,-0.4475844741781048,-0.2288161555419288,-0.326722850621759,-0.35459406568523466,-0.5798693399830661,-0.31295425308419844,S001,S001_2,R04,left,0.255639750425976,0.22257758244342973,0.1615563848353272,0.2300792049336966,0.24890123262699415,0.27020020938799316
0.6267148192979917,0.6629090375690176,0.6320522046413819,0.6360336989583041,0.6300505296336419,0.6678760680824636,0.12725599347420852,0.0955159184809284,0.0842677038059591,0.08982865261719235,0.10544469505029656,0.08490915810184864,0.7635977470483536,0.7644908254551996,0.8486169206654779,0.6315224148873451,0.8581575738074991,0.7863209409686435,68,101,74,93,64,94,12,10,11,11,17,19,0.9991746897733588,0.9989830405169112,0.9991506948314114,0.9990810230788584,0.9991594139914156,0.9990403106372504,0.949360893626602,0.9262222705837054,0.9452418309879556,0.9384113727111508,0.9483948951882452,0.931059536073435,6.127426482158947,5.35365599926147,6.026513643203373,5.768307326159911,6.10611067382875,5.414582727902447,0.09976025936673222,0.0278594544187397,0.07582735889831539,0.0545085467896249,0.09158031220201224,0.0449439851685722,0.06258506072657388,0.0833546489453063,0.06246674050877192,0.08081734003685798,0.0602127948283168,0.07073416965250322,-0.3304010562225867,-0.358937853242772,-0.3398616241158046,-0.3512627696549108,-0.3482173297606745,-0.36463057807000376,0.20988098089989457,0.25364961613589976,0.20725089234282215,0.2580361901232294,0.2192659971381067,0.2534076972657629,-0.06980403384379653,0.014256639274083,-0.02431030257205275,0.01211799901688322,-0.08406025654270283,-0.04070674955522426,0.02548095328198614,0.02756977998747442,0.03500036623377946,0.02819676312331205,0.02304091210389069,0.01501541465113432,4.927251451212554,4.366878107720804,4.789779336986718,4.6312355130896545,5.0431053239565165,4.383924148376873,4.996121141884856,4.732168471235769,4.883435120624268,4.820975437451094,5.13635917288401,4.864810739277653,0.07444886652793592,-0.21390521316682243,-0.03776977328507502,-0.1265201304210004,0.16252036184306817,-0.11164685856449096,-0.0297803580377769,6.600835475776279e-4,-0.11205782970803836,-0.07452936309605729,0.0099444848236665,0.0951637649005388,S001,S001_3,R04,left,0.5603733434917499,0.2639526706490871,0.6591811755796435,0.27154843360635716,0.15854382389706334,0.06245968317317452
0.6395815193161455,0.667064557248098,0.67038447062954,0.708626765215832,0.6073642300365244,0.6789394926059923,0.3665871426216972,0.26818729367158445,0.27218721949312463,0.12858808807058272,0.4320591005204963,0.2562440063351907,0.04857493371983645,0.03025876047517413,0.03422163957656009,0.03752225624335118,0.08123531244158047,0.03675505818145435,81,79,95,75,85,81,15,10,12,11,13,8,0.998840302512655,0.9988161867622374,0.9988966581653254,0.9988273894592642,0.9989196184281646,0.9987254711773972,0.9301879143960412,0.9227957381606212,0.9238547255924124,0.9118605888659632,0.9356134820391248,0.9151066896911448,5.524136604002525,5.211141917109764,4.992974633430421,4.471092794002959,5.895648467844027,4.954468879367192,0.00719243780884588,-0.0080763800134609,0.02524048257754796,0.00648262946491497,-0.00425852344413089,-0.02271283558294036,0.05787125452443699,0.05839183173936232,0.05127980079536202,0.05400046474556164,0.07064243469080034,0.0692775768669163,-0.4090641513083776,-0.42102512942403103,-0.4050064740322564,-0.4252365124146656,-0.41197962494536694,-0.4298938945608652,0.2674411075538639,0.2854255075365206,0.25821589807644263,0.2839946374757124,0.2729608296823514,0.31546797352580624,-0.06701471675603751,0.03019174733943972,-0.02348038728460241,0.04172415554911685,-0.04367762723500296,0.04415390435614095,0.00830423086027814,0.06338805096254067,0.01997962483080062,0.07078136302304094,0.07110927401640169,0.06523215361387087,4.585799806004361,4.675911188707826,4.777816562243069,4.893247744041147,4.590692776235016,4.60770483493569,4.787621533035665,4.683705156952584,4.831841675939433,4.728478373974128,4.795987166017427,4.70349334641332,-0.47215405323581106,-0.03385711047658191,-0.17404216730010535,0.07312707633760152,-0.5413964351337928,-0.1734266970202718,-0.35442595184504366,-0.00521583296891403,-0.176707878814093,-0.06806956252338914,-0.6568284195139844,-0.1699102373185104,S001,S001_4,R04,right,-0.09011138270346564,0.10391637608308102,-0.017012058700674793,0.09249381960410652,-0.11543118179807799,0.10336330196530508
0.6874566410784605,0.6999994130012557,0.6745081253087123,0.6844667621517287,0.7026144568812895,0.6827899662973321,0.02615998078878708,0.03985117392884822,0.04757421257491871,0.04975715716493469,0.03431359629812594,0.05032162411227024,0.120843148254572,0.2841605769352461,0.16676541248508828,0.3279634067098937,0.1168144511208551,0.313816086106719,81,81,87,75,71,88,12,9,9,9,8,9,0.9989946918979766,0.9990403106372504,0.9990810230788584,0.9991530082043552,0.9988353264624824,0.9990403106372504,0.9201829180379106,0.9209674630571542,0.9269722751113656,0.9293862623127233,0.9108564906379064,0.9255354001078504,4.867725878981077,4.69278305696369,5.082404950631696,4.859422328647455,4.66346584082289,4.987922320921897,0.00898493578650477,0.01606673015741442,0.01468152097943471,0.02886972429008904,-0.00791978726787596,0.00341307660065459,0.0665495919578745,0.06000512233734924,0.0584629221482587,0.04946035292191281,0.07901043157800519,0.06135746377130238,-0.3983543105777497,-0.393490232932336,-0.4085630509401009,-0.40803696581263593,-0.40481894837230487,-0.4051232926116547,0.3184724072319669,0.2734919082759965,0.3064625012098486,0.27333946876464177,0.34136829996386475,0.2772589139588627,0.03385072632610615,0.02976955846807064,-0.00913745489725277,0.03798893184661197,0.0242759005290511,0.00445383341305453,0.04291317204637054,0.08891732833443176,0.02603387124738025,0.09030801071398778,0.05154618841886427,0.0124750759808711,4.513708730892155,4.608984676143746,4.612062534141073,4.809700268426651,4.4845361465765325,4.490950369156021,4.891796374505558,4.65898701906146,4.922362212577577,4.755680611684944,4.964397814100645,4.678308808326973,-0.4822630867369488,-0.19706612619010144,-0.4779712370002666,-0.26077452088306163,-0.4750174627519783,-0.2539896620072133,-0.0582751892317388,-0.16271626239497117,0.01480949960468613,-0.1598111258679964,-0.09782613074274682,-0.17742027184632114,S001,S001_5,R04,right,-0.09527594525159078,0.23280935544409864,-0.006414222579488538,0.2860890057736718,-0.1976377342855784,0.16668160089263218
0.6727762334397738,0.7050016033710028,0.6776140662392105,0.6877420251669928,0.6763320955654512,0.7285480389113691,0.2063613022037659,0.146925605923537,0.21214717357293353,0.1651782517890718,0.3079838649541501,0.22283714300048793,0.5751982516542139,0.18107022329664452,0.6298119300952791,0.2925578200229534,0.4163010599658156,0.09425250028902292,92,81,84,69,86,88,12,15,11,15,11,8,0.99897195728187,0.9988950277560872,0.9990403106372504,0.9990403106372504,0.998890961242549,0.9987482883611778,0.927589400487522,0.9158458939238944,0.937353454159938,0.9311386762158048,0.9243581038498114,0.9039164449718567,4.8020352487284566,4.718274503059312,5.183707547828592,5.123111278978112,4.606685653168953,4.216588903928387,0.18367805756516067,0.05965168732108594,0.16258079115917923,0.07434723037776489,0.17831352949282692,0.05317308312855087,0.11049815780896094,0.06624830469447375,0.0884944630536679,0.07039273046302225,0.1062195543909099,0.0689771188555653,-0.29282850043668834,-0.36789784265218417,-0.3316163396437142,-0.3898522957479104,-0.3159182992936718,-0.3815619822353422,0.17914874186578164,0.2527007079128301,0.1969356175103166,0.27075272654298865,0.1680191461877482,0.25694707142714324,0.02298417758098938,0.16180584810104828,0.00533298375130648,0.11577446887767646,0.00936223529716153,0.2041383100695699,0.01575395653499022,0.03640433116183503,0.01010390713618105,0.01515963745897168,0.06015876504053941,0.03079255904844093,4.8115354169444515,4.2880167054464655,4.915317804760944,4.4837355544162625,4.747312921913701,4.265716174802656,5.346256227713812,4.89348606270022,5.23386364346611,5.060958609913505,5.441265595197223,4.967928322621156,0.1602700760982989,0.07037862903233094,0.1975551370147981,0.05772411099518404,0.08424155911520526,-0.09761188677148168,0.40049106404625423,0.2768557252922319,0.2879536377537866,0.2349996279374631,0.3912157446203039,0.33873717284830374,S001,S001_6,R04,left,0.523518711497986,0.45277016501359135,0.4815967471110447,0.4733372725760665,0.43158225034468156,0.17290503355260523
0.7375766072094524,0.6933881859459552,0.7274052168397207,0.6788428765152197,0.7157973892271194,0.7169064482880118,0.2645415286112381,0.07504932404219138,0.16656385503750362,0.11333868494993392,0.3684719073616018,0.10503535459934538,0.10732254453150136,0.27253825470991144,0.1333534571602555,0.3521386072090957,0.08503244419296571,0.08973918749193115,79,69,88,66,75,91,7,8,17,16,9,11,0.9988951022698,0.9989376524440764,0.9989815021992224,0.9990403106372504,0.9987970498828388,0.9987653313972664,0.907649493211882,0.9153459751462948,0.9139018557829016,0.9284332753933406,0.9071302070253744,0.9002092310518003,4.059468823805363,4.34153949330156,4.022013186533491,4.539099591346088,4.195598763818283,3.966747477183919,0.11337013762446783,0.09497992743770783,0.12550972396512314,0.11621144369305995,0.13457907039622685,0.0848654644665253,0.0951097589252058,0.09115163081633244,0.09738233234968388,0.0951576746107382,0.119119939677724,0.09842343652630726,-0.3447458578255072,-0.3603020336142208,-0.35226763852098786,-0.3729852585125627,-0.334619853689794,-0.3672818831927775,0.2288511901709646,0.25837459474544355,0.2365861295863935,0.24334041380747923,0.19998005331550833,0.2682179182490287,-0.03886188121768886,0.16701979380333049,-0.04794703221610416,0.1042660410197892,0.10085684228998976,0.21031986398244124,0.01461226045529561,0.04296983780003216,0.02300562958744323,0.04019568530136964,0.11233837947249894,0.05555628463057664,4.865558948897126,5.037505574401321,5.026049008394311,5.311375794318746,4.840217638011185,4.816261499619647,5.265938417415117,4.973767037801972,5.249752363876395,4.980488442727254,5.514408676846229,5.164803391581375,-0.7612457889648052,-0.06254414102902839,-0.7491023602830564,-0.1880550052628296,-0.5448318220763202,-0.08820090142701176,-0.34601626172130207,-0.2687565688077198,-0.3171539488874453,-0.4282394066370223,-0.15512981438113194,-0.02624879404417335,S001,S001_7,R04,right,-0.17194662550419437,0.2921713796131451,0.023956138391538317,0.3496052852648539,-0.2853267859244353,0.26926392114914055
0.6708847081225743,0.6347173501305459,0.6465289839449663,0.6075993645675098,0.6723716139646716,0.652321103010975,0.4715629974435306,0.5967085822847976,0.5217316342002722,0.5975447717300288,0.5002610969296486,0.452436276337559,0.08417771760988486,0.05075209504133263,0.08040015131835283,0.02201586675098575,0.07397591871037354,0.06873279862711072,86,78,74,59,70,76,10,12,13,18,11,9,0.9990403106372504,0.9991370142293342,0.9991217355210728,0.9991601682837984,0.9990403106372504,0.9991217835343862,0.9366836068237048,0.9460127398511,0.9463797874226508,0.9517966091411936,0.9368114085063084,0.937054725291788,5.175596133065948,5.918936151120738,5.641509039837522,5.7158405181160905,5.220636311255763,5.483141040374906,0.1399615099006074,0.06591615540867571,0.1596735253761627,0.15712154800862332,0.14428075581508537,0.04144979617714129,0.11131935302329192,0.06628729464499945,0.12309888454889052,0.0972691103681656,0.10323147819468362,0.06723610771889742,-0.3550077032028071,-0.3645961107879457,-0.34653460980929157,-0.3523954266622303,-0.3564009465919842,-0.3793964135499422,0.2908326292956904,0.25698671274414653,0.2765920132822201,0.23958372124443825,0.26239895545555936,0.2596283814979119,0.00794817395522453,0.09596346269942985,0.04061463858335561,0.10927532918902794,-0.02079378065102569,0.07196088152621521,0.0566239125082368,0.00778782388544025,0.03134909045220892,0.00329067847128251,0.00802006393114839,0.00950511324309991,4.923683585090702,4.756533558653165,5.059935038736516,5.347526046406777,5.000213174355291,4.522789286607684,5.273144571287295,4.676334040965288,5.2290391740641,4.817207958360898,5.353951557821162,4.7382953254512685,0.12944466321597492,0.541236967578052,0.31172140816179894,0.7593877848148844,0.08261482993490699,0.24754644990620012,-0.03896107391771331,-0.30083761319948543,-0.0358394257692618,-0.14024751861597462,0.05783506039036101,-0.39675307947532623,S001,S001_8,R04,left,0.16715002643753696,0.5968105303220073,0.4774238877476069,0.6156562323698935,-0.2875910076702617,0.41183121570320225
0.6971550126147996,0.7047450254186283,0.7016770091517446,0.706971501465393,0.7178912847330567,0.7127062448917916,0.3002249466404013,0.1644071602777588,0.2603207638158765,0.13601897632027923,0.2988293493721478,0.2754555743825312,0.07452298683992498,0.01246992556452241,0.08181984205079412,0.04813564470148242,0.11649710091641025,0.00821123484374162,84,98,90,98,98,95,13,10,10,8,10,9,0.9990403106372504,0.9989709027170576,0.9990403106372504,0.9990403106372504,0.9989647464531126,0.9989995981956424,0.9268552764754778,0.913416154287316,0.9262136685932972,0.9190591713978444,0.918839885672358,0.917861644315401,4.613304906158348,4.453542734687918,4.471180885635215,4.353120411648532,4.156254460760661,4.5225684350746995,0.16903185353034914,0.04820925078727299,0.16766485169929177,0.0745044902480517,0.17035131861008562,0.05839505102130746,0.10947012127637712,0.11554821586153496,0.1087531071667226,0.10235466811543448,0.12114370681091544,0.09722460580900875,-0.2920827710514376,-0.3509004429026839,-0.30377140517998885,-0.35875341362042235,-0.3111490830075886,-0.35617876536934606,0.2539167989007918,0.36000404195646424,0.2531696344157449,0.32943076490255546,0.2564870974529864,0.33683863648175955,0.2170924104795788,0.19980367787333853,0.18323242600339337,0.1828632873768929,0.20899722331646825,0.1956796005236359,0.00594769596916453,0.04572440926083625,0.01277275701221348,0.04864070528184589,8.245959952760725e-4,0.03125590633589381,5.039246000869894,4.57795490966453,5.113547169699404,4.93242486112145,5.078199117576563,4.606078904492913,5.282291951948177,4.883371729010322,5.218416065909897,4.90201742289865,5.496957760699064,5.011344619438492,0.13368985516220633,0.05874868013328438,0.09800520549168112,0.33925288771728024,0.1982479380114119,-0.04706365519052546,0.2222848374225892,0.02627321874150467,0.1632422266743916,-0.01158614745952757,0.27085858030456755,0.04716941931420138,S001,S001_9,R04,right,0.46129109120536427,0.39892022293785523,0.4721202130836506,0.485613141260572,0.18112230857795453,0.31639864301124643
0.7173956200902848,0.7315329952591801,0.7209138864686829,0.7322728045898659,0.73827749333686,0.7348946386327779,0.16973436697575325,0.14929325102980354,0.2575563522273091,0.1412139485864216,0.12039001206783782,0.10861050991766692,0.16007402364066647,0.11869215202318346,0.1015033904125847,0.12827356785066604,0.17356505051727222,0.13554976093,66,104,76,88,72,90,8,9,11,9,11,9,0.9990403106372504,0.9988383328712452,0.9990403106372504,0.9989410649596372,0.9989287447493238,0.9988325580155478,0.923489312030939,0.9100078723596344,0.925819600859224,0.91511645829184,0.9111419626705578,0.90795421998587,4.235542172881122,3.944283989531347,4.183972018490974,3.9034061028469047,3.720933960815,3.9496655676388586,0.17701139857341605,0.07228392352302487,0.2191602176933822,0.11172893888980565,0.14411854760150442,0.06467433907514536,0.08968258280085518,0.06006023249709019,0.11264935709873716,0.05987361098636257,0.08532239104868106,0.05584052112943872,-0.31408532209056267,-0.3684660844475912,-0.27559138981125,-0.3548808374579833,-0.3580162558128994,-0.3875258914701564,0.1737376718703467,0.2441515362913351,0.14823319097482707,0.21695836679250355,0.2135903671866635,0.23403868788346144,0.04931306858125565,0.15228893036834065,0.1311887089698386,0.19204758309826625,0.0649950779576102,0.08649668616169401,0.03922541580886849,0.00205054148907353,0.05034059904379581,6.828728779915201e-4,0.04724628438447361,0.00606263700213002,5.005847873267818,4.6905413600777095,5.065985591056158,4.854648651388554,4.916488446259182,4.622620447373066,5.322753638698296,4.802137691991352,5.372257081118316,4.872296786925908,5.396953480230568,4.94013798215982,0.2011700947071944,0.5069001349447637,0.321398162985874,0.3971877580143692,0.12125591822891746,0.48688174843814025,0.00971175689095194,-0.0680062768936196,0.18134628276100265,0.01998629765053383,-0.08878890330093281,-0.1339212726492347,S001,S001_10,R04,left,0.3153065131901087,0.5206159467069433,0.2938679988861157,0.45681549807074795,0.21133693966760436,0.49996029419240795
